Instrument,Action,Quantity,Price,Time,ID,E/X,Position,Order ID,Name,Commission,Rate,Account,Connection,
MES SEP26,Buy,2,7495.00,7/17/2026 6:49:07 AM,2031716|2827254667|2827254667,Exit,4 S,2827254667,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7495.00,7/17/2026 6:49:07 AM,2031718|2827254667|2827254667,Exit,2 S,2827254667,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7495.00,7/17/2026 6:49:07 AM,2031717|2827254667|2827254667,Exit,3 S,2827254667,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7495.00,7/17/2026 6:49:07 AM,2031720|2827254667|2827254667,Exit,-,2827254667,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,6,7494.00,7/17/2026 6:49:12 AM,2037572|2827254669|2827254669,Exit,2 S,2827254669,Target1,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7494.00,7/17/2026 6:49:12 AM,2037573|2827254669|2827254669,Exit,1 S,2827254669,Target1,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7494.00,7/17/2026 6:49:12 AM,2037574|2827254669|2827254669,Exit,-,2827254669,Target1,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,5,7498.75,7/17/2026 6:50:42 AM,2030813|2827264433|2827264433,Entry,5 S,2827264433,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7498.75,7/17/2026 6:50:42 AM,2030814|2827264433|2827264433,Entry,6 S,2827264433,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,2,7498.75,7/17/2026 6:50:42 AM,2030817|2827264433|2827264433,Entry,8 S,2827264433,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7498.75,7/17/2026 6:50:42 AM,2039197|2827265351|2827265351,Entry,8 S,2827265351,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7498.50,7/17/2026 6:50:49 AM,2027744|2827269819|2827269819,Exit,-,2827269819,Close,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7500.00,7/17/2026 6:51:04 AM,2032154|2827268760|2827268760,Exit,-,2827268760,Stop1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7505.00,7/17/2026 6:53:38 AM,2034336|2827278104|2827278104,Entry,7 S,2827278104,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7505.00,7/17/2026 6:53:38 AM,2034335|2827278104|2827278104,Entry,6 S,2827278104,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,5,7505.00,7/17/2026 6:53:38 AM,2034334|2827278104|2827278104,Entry,5 S,2827278104,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7504.75,7/17/2026 6:53:39 AM,2034374|2827278104|2827278104,Entry,8 S,2827278104,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7504.75,7/17/2026 6:53:39 AM,2038132|2827287787|2827287787,Entry,8 S,2827287787,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7504.75,7/17/2026 6:53:39 AM,2041877|2827288618|2827288618,Entry,8 S,2827288618,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,7,7506.50,7/17/2026 6:54:01 AM,2036251|2827291370|2827291370,Exit,-,2827291370,Stop1,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7506.50,7/17/2026 6:54:01 AM,2042587|2827291453|2827291453,Exit,7 S,2827291453,Stop1,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7505.75,7/17/2026 6:54:23 AM,2039541|2827298141|2827298141,Exit,-,2827298141,Close,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7505.75,7/17/2026 6:54:23 AM,2038601|2827298153|2827298153,Exit,-,2827298153,Close,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,6,7526.00,7/17/2026 7:05:25 AM,2047270|2827377383|2827377383,Entry,6 S,2827377383,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7526.00,7/17/2026 7:05:25 AM,2050304|2827371477|2827371477,Entry,1 S,2827371477,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,3,7526.00,7/17/2026 7:05:25 AM,2050307|2827371477|2827371477,Entry,6 S,2827371477,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7526.00,7/17/2026 7:05:25 AM,2050306|2827371477|2827371477,Entry,3 S,2827371477,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7526.00,7/17/2026 7:05:25 AM,2050305|2827371477|2827371477,Entry,2 S,2827371477,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7526.00,7/17/2026 7:05:25 AM,2043829|2827365786|2827365786,Entry,1 S,2827365786,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7526.00,7/17/2026 7:05:25 AM,2043830|2827365786|2827365786,Entry,2 S,2827365786,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,3,7526.00,7/17/2026 7:05:25 AM,2043832|2827365786|2827365786,Entry,6 S,2827365786,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7526.00,7/17/2026 7:05:25 AM,2043831|2827365786|2827365786,Entry,3 S,2827365786,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7525.00,7/17/2026 7:05:30 AM,2053925|2827377722|2827377722,Exit,3 S,2827377722,Target1,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7525.00,7/17/2026 7:05:30 AM,2042074|2827377704|2827377704,Exit,3 S,2827377704,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7525.00,7/17/2026 7:05:30 AM,2042073|2827377684|2827377684,Exit,3 S,2827377684,Target1,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7525.75,7/17/2026 7:05:36 AM,2049650|2827377705|2827377705,Exit,1 S,2827377705,Stop2,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7525.75,7/17/2026 7:05:36 AM,2047844|2827377719|2827377719,Exit,2 S,2827377719,Stop4,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7525.75,7/17/2026 7:05:36 AM,2053949|2827377723|2827377723,Exit,2 S,2827377723,Stop2,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7525.75,7/17/2026 7:05:36 AM,2054230|2827377728|2827377728,Exit,1 S,2827377728,Stop3,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7525.75,7/17/2026 7:05:36 AM,2047842|2827377699|2827377699,Exit,2 S,2827377699,Stop4,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7525.75,7/17/2026 7:05:36 AM,2049648|2827377685|2827377685,Exit,1 S,2827377685,Stop2,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7525.75,7/17/2026 7:05:36 AM,2047868|2827377691|2827377691,Exit,-,2827377691,Stop3,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7525.75,7/17/2026 7:05:36 AM,2047872|2827377731|2827377731,Exit,-,2827377731,Stop4,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7525.75,7/17/2026 7:05:36 AM,2047870|2827377711|2827377711,Exit,-,2827377711,Stop3,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7533.00,7/20/2026 6:52:18 AM,1080998|2828917494|2828917494,Entry,16 L,2828917494,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,16,7533.00,7/20/2026 6:52:18 AM,1082516|2828919380|2828919380,Entry,16 L,2828919380,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,16,7533.00,7/20/2026 6:52:18 AM,1080878|2828908118|2828908118,Entry,16 L,2828908118,Entry,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,15,7533.00,7/20/2026 6:52:18 AM,1080995|2828917494|2828917494,Entry,15 L,2828917494,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7528.00,7/20/2026 6:53:14 AM,1083325|2828919625|2828919625,Exit,8 L,2828919625,Stop1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7528.00,7/20/2026 6:53:14 AM,1083782|2828919623|2828919623,Exit,-,2828919623,Stop2,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7528.00,7/20/2026 6:53:14 AM,1082069|2828919619|2828919619,Exit,8 L,2828919619,Stop1,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7528.00,7/20/2026 6:53:14 AM,1083545|2828919620|2828919620,Exit,8 L,2828919620,Stop1,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7528.00,7/20/2026 6:53:14 AM,1082310|2828919664|2828919664,Exit,-,2828919664,Stop2,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7528.00,7/20/2026 6:53:14 AM,1081883|2828919624|2828919624,Exit,-,2828919624,Stop2,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7510.00,7/21/2026 6:40:25 AM,1305498|2830596706|2830596706,Entry,1 L,2830596706,Entry,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7510.00,7/21/2026 6:40:25 AM,1305503|2830596706|2830596706,Entry,7 L,2830596706,Entry,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7510.00,7/21/2026 6:40:25 AM,1308028|2830598578|2830598578,Entry,1 L,2830598578,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7510.00,7/21/2026 6:40:25 AM,1305502|2830596706|2830596706,Entry,4 L,2830596706,Entry,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7510.00,7/21/2026 6:40:25 AM,1308033|2830598578|2830598578,Entry,17 L,2830598578,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7510.00,7/21/2026 6:40:25 AM,1308032|2830598578|2830598578,Entry,9 L,2830598578,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,5,7510.00,7/21/2026 6:40:25 AM,1305506|2830596706|2830596706,Entry,20 L,2830596706,Entry,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7510.00,7/21/2026 6:40:25 AM,1305505|2830596706|2830596706,Entry,15 L,2830596706,Entry,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7510.00,7/21/2026 6:40:25 AM,1308034|2830598578|2830598578,Entry,19 L,2830598578,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7510.00,7/21/2026 6:40:25 AM,1308035|2830598578|2830598578,Entry,20 L,2830598578,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,20,7506.00,7/21/2026 6:44:16 AM,1313179|2830647808|2830647808,Exit,-,2830647808,Stop1,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,20,7506.00,7/21/2026 6:44:16 AM,1311976|2830647810|2830647810,Exit,-,2830647810,Stop1,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,5,7516.25,7/21/2026 6:50:21 AM,1317022|2830709210|2830709210,Entry,5 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1317024|2830709210|2830709210,Entry,7 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1317023|2830709210|2830709210,Entry,6 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1317025|2830709210|2830709210,Entry,8 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1317026|2830709210|2830709210,Entry,9 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1317028|2830709210|2830709210,Entry,11 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1317027|2830709210|2830709210,Entry,10 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,4,7516.25,7/21/2026 6:50:21 AM,1317031|2830709210|2830709210,Entry,19 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,4,7516.25,7/21/2026 6:50:21 AM,1317030|2830709210|2830709210,Entry,15 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1318548|2830739921|2830739921,Entry,1 S,2830739921,Entry,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1318549|2830739921|2830739921,Entry,2 S,2830739921,Entry,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1317033|2830709210|2830709210,Entry,20 S,2830709210,Entry,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,2,7516.25,7/21/2026 6:50:21 AM,1318560|2830739921|2830739921,Entry,6 S,2830739921,Entry,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,2,7516.25,7/21/2026 6:50:21 AM,1318559|2830739921|2830739921,Entry,4 S,2830739921,Entry,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1318571|2830739921|2830739921,Entry,7 S,2830739921,Entry,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7516.25,7/21/2026 6:50:21 AM,1318572|2830739921|2830739921,Entry,8 S,2830739921,Entry,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,12,7516.25,7/21/2026 6:50:21 AM,1318573|2830739921|2830739921,Entry,20 S,2830739921,Entry,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318213|2830741842|2830741842,Exit,19 S,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318426|2830741793|2830741793,Exit,19 S,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318432|2830741793|2830741793,Exit,13 S,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,5,7514.50,7/21/2026 6:50:25 AM,1318433|2830741793|2830741793,Exit,8 S,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7514.50,7/21/2026 6:50:25 AM,1318435|2830741793|2830741793,Exit,-,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
